id,title,abstract,publication_date,cpc_codes
US-2021142564-A1,Presenting Integrated Building Information Using Building Models,"Techniques are described for using computing devices to perform automated operations related to providing visual information of multiple types in an integrated manner about a building or other defined area. The techniques may include generating and presenting a GUI (graphical user interface) on a client device that includes a computer model of the building&#39;s interior with one or more first types of information (e.g., in a first pane of the GUI), and simultaneously presenting other types of related information about the building interior (e.g., in additional separate GUI pane(s)) that is coordinated with the first type(s) of information being currently displayed. The computer model may be a 3D (three-dimensional) or 2.5D representation generated after the house is built and showing the actual house&#39;s interior (e.g., walls, furniture, etc.), and may be displayed to a user of a client computing device in a displayed GUI with various user-selectable controls.",20210513,G06V20/20; G06T19/003; G06T2200/24; G06T15/506; G06F3/04815; G06T2210/04; G06T19/006; G06T17/05; G06F3/0482; G06T19/003; G06T19/006; G06T17/05; G06T19/003; G06T15/506; G06F3/0482
US-2022354653-A1,Method of manufacturing medical implant,"A method of manufacturing an implant is disclosed. The method includes preparing a wax template assembly based upon anatomical characteristics of an implantation site. Post formation of the template assembly, a lamination layer is provided over the template assembly resulting in a laminated template assembly. The lamination layer is composed of at least one polymer dissolved in one or more solvents. One or more coating layers of a pre-defined coating material are provided over the laminated template assembly to prepare a mold. The mold may then be sand-rained to form a sand coated mold. The sand coated mold may be de-waxed and baked for melting out the template assembly to form a de-waxed mold. A casting material is then poured over the de-waxed mold to form a casted mold which is cooled and solidified to form a casted implant which is further heat treated and finished to form the implant.",20221110,C22F1/10; A61F2/42; A61F2/40; A61F2002/30985; A61F2002/30957; A61F2310/00023; A61F2/30942; A61F2002/30971; A61F2002/30985; B29C67/241; B29L2031/7532; A61F2310/00029; A61F2002/30957; A61F2002/30092; A61F2/3094; A61F2002/30952; A61F2/30942; B33Y80/00; A61F2/32; A61F2/38; B22C9/043; A61F2002/30948; A61F2/30942; C22F1/10; A61F2002/30957; A61F2002/30952; A61F2002/30985; A61F2002/30971; B22C9/043; B33Y80/00
US-2011213384-A1,Surgical robot system having tool for minimally invasive surgery,"The present invention relates to a surgical robot system having a tool for minimally invasive surgery. More specifically, the present invention relates to a surgical robot system that helps a user such as a surgeon control the tool for minimally invasive surgery in a dexterous and convenient manner.",20110901,A61B2017/00973; A61B2017/2927; A61B17/00; A61B2017/00973; A61B34/71; A61B17/34; A61B34/30; A61B2034/742; A61B2017/2927; A61B34/30; A61B2034/742; A61B34/71
US-2015150616-A1,Subchondral treatment of joint pain,"The embodiments provide devices and methods that both strengthen the bone and stimulate the bone. Bone fractures or non-unions are stabilized, integrated or healed, which results in reduction of a bone defect, such as a bone marrow lesion or edema. In addition, the distribution of forces in a joint are restored or altered to relieve pain. In general, a joint is evaluated by taking an image of the joint and one or more subchondral defects are detected. At least one of the subchondral defects may be diagnosed as the source of pain and an extent of treatment for the subchondral defect is determined. The disclosed devices and techniques are particularly suited for treating chronic defects or injuries, where the patient&#39;s natural healing response has not resolved the defect. The present disclosure also provides several exemplary treatment modalities for the different extents of treatment needed.",20150604,A61B17/1764; A61B17/1637; A61B17/1697; A61B17/8897; A61B19/54; A61B2017/90; A61B17/8805; A61B17/8872; A61B17/8802; A61B17/1775; A61B17/8805; A61B17/1778; A61B17/17; A61B17/1775; A61B17/8872; A61B17/1742; A61B17/1637; A61B17/1742; A61B17/68; A61B90/39; A61B17/1778; A61B17/8897; A61B17/1697; A61B17/17; A61B17/1764; A61B17/90; A61B90/39; A61B17/68; A61B17/8802
US-2016170508-A1,Tactile display devices,"Embodiments of tactile display devices are disclosed. In one embodiment, a tactile display device includes a housing having a first surface, a tactile display located at the first surface, a camera, a processor, and a non-transitory memory device. The tactile display is configured to produce a plurality of raised portions defining a tactile message. The camera generates image data corresponding to an environment. The processor is disposed within the housing and communicatively coupled to the tactile display and the camera. The non-transitory memory device stores machine-readable instructions that, when executed by the processor, cause the processor to, generate a topographical map of objects within the environment from the image data received from the camera, generate tactile display data corresponding to the topographical map, and provide the tactile display data to the tactile display such that the tactile display produces the plurality of raised portions to form the tactile message.",20160616,G06F3/041; G09B21/003; G09B21/003
US-2014371762-A1,"Methods, Systems, and Devices Relating to Force Control Surgical Systems",The various embodiments herein relate to robotic surgical systems and devices that use force and/or torque sensors to measure forces applied at various components of the system or device. Certain implementations include robotic surgical devices having one or more force/torque sensors that detect or measure one or more forces applied at or on one or more arms. Other embodiments relate to systems having a robotic surgical device that has one or more sensors and an external controller that has one or more motors such that the sensors transmit information that is used at the controller to actuate the motors to provide haptic feedback to a user.,20141218,Y10S901/46; B25J9/1602; Y10S901/27; A61B19/2203; G05B2219/40619; G05B2219/45117; G05B2219/39181; G05B2219/39194; G05B2219/39321; B25J9/1633; G05B2219/36432; A61B34/30; A61B34/30; Y10S901/27; Y10S901/46; G05B2219/36432; Y10S901/27; G05B2219/39181; B25J9/1633; G05B2219/45117; A61B2090/064; B25J9/1602; A61B34/76; Y10S901/46; G05B2219/40619; A61B2090/064; A61B34/76; G05B2219/39194; G05B2219/39321
US-2008243141-A1,Surgical instrument with separate tool head and method of use,"Surgical instruments are disclosed in which an elongated shaft is used in conjunction with a separate, remotely actuable tool head for performing a procedure on a target tissue. The shaft has a tool engagement member carried at its distal end that is remotely actuable through the shaft to engage and release the tool head.",20081002,A61B2018/145; A61B2034/305; A61B18/1447; A61B34/30; A61B18/1447; A61B2017/00243; A61B2018/00577; A61B34/30; A61B17/32; A61B18/1442; A61B2017/00243; A61B2034/305; A61B2018/145; A61B17/10; A61B2017/320044; A61B34/70; A61B18/1445; A61B18/1442
US-2010191267-A1,Rotary needle for natural orifice translumenal endoscopic surgery,A translumenal access device including a cannula defining a first lumen. The cannula may be sized for insertion into a working channel of a flexible endoscope. The device includes a rotatable rotary needle positioned within the cannula. The rotary needle may define a lumen that houses a stylet. The distal end of the rotary needle may define a distal circular opening with a cutting edge. The rotary needle may be used to slice through tissue during a surgical procedure.,20100729,A61B2017/00278; A61B17/32002; A61B17/3478; A61B2017/22077; A61B17/320016; A61B2017/00278; A61B17/3209; A61B17/3478; A61B17/32002; A61B17/3209; A61B2017/22077; A61B17/320016
US-2016247418-A1,Microsurgical Training System and Related Methods,"The invention relates generally to surgical systems and methods. More specifically, the invention relates to a surgical system and related methods for use in training in order to assist with the development and refinement of surgical skills. In particular, the invention relates to providing a microsurgical training system with interchangeable training modules for strengthening specific surgical skills, such as for improving dexterity while working under a microscope using surgical tools, and for learning and practicing surgical skills, such as developing skills for repairing blood vessels by improving suturing time and quality of suturing.",20160825,G09B23/30; G09B23/285; G09B23/285
US-10856928-B2,Electrically-powered surgical systems,Surgical systems and methods are provided for controlling actuation and movement of various surgical devices.,20201208,A61B18/1445; A61B2018/1412; A61B2018/146; A61B2090/064; A61B2090/3937; A61B2017/00477; A61B2018/1412; A61B2018/00875; A61B2018/00702; A61B2090/062; A61B2090/3937; A61B2018/00601; A61B2034/305; A61B2018/00642; A61B2018/00702; A61B2018/00494; A61B2018/00666; A61B2018/1452; A61B2018/1253; A61B2018/00666; A61B34/30; A61B2018/00601; A61B2017/00477; A61B2090/064; A61B2018/00642; A61B2018/146; A61B2034/305; A61B2090/0811; A61B34/30; A61B2090/062; A61B18/1206; A61B2018/00875; A61B2018/00595; A61B18/1445; A61B18/1206; A61B2018/00702; A61B2018/00494; A61B2090/062; A61B2090/0811; A61B2018/146; A61B2018/1412; A61B2018/00666; A61B2034/305; A61B2090/064; A61B2018/00601; A61B18/1445; A61B2017/00477; A61B2018/00875; A61B34/30; A61B2090/3937; A61B2018/1452; A61B2018/00642; A61B2018/1253; A61B2018/00595
US-11517334-B1,Patient-specific guides for latarjet procedure,"Patient-specific guides for the Latarjet procedure, as well as surgical systems and methods of performing the Latarjet procedure to treat glenohumeral instability using such patient-specific guides are disclosed. A patient-specific coracoid guide and a patient-specific glenoid guide may be configured based on preoperatively generated three-dimensional models of the patient&#39;s shoulder anatomy. Guides may be configured for coracoid graft preparation and glenoid decortication. The coracoid graft may be placed in the desired position based on three-dimensional (3D) preoperative planning.",20221206,A61B2090/066; A61B2017/568; A61B34/30; A61B34/20; A61B34/10; A61B17/8866; A61B17/1778; A61B17/1666; A61B17/1659; A61B17/154; A61B17/15; A61B17/1668; A61B2017/568; A61B17/8095; A61F2/4612; A61B17/1684; A61B17/1778; A61F2002/30736; A61B17/56; A61B17/151; A61F2002/30736; A61B2017/568; A61B17/151; A61B17/8095; A61B17/56; A61B17/1684; A61F2/4612; A61B17/1778; A61F2/30734; A61B2017/564; A61B17/92; A61B2090/502; A61B2090/3979; A61B2090/365; A61B2034/256; A61B2034/2063; A61B2034/2051; A61B2034/108; A61B2034/105; A61B2034/104; A61B90/96; A61B34/25; A61B2034/2065; A61B2090/3983; A61B2034/2055; A61F2/4612
US-2006142657-A1,Haptic guidance system and method,"A surgical apparatus includes a surgical device, configured to be manipulated by a user to perform a procedure on a patient, and a computer system. The computer system is programmed to implement control parameters for controlling the surgical device to provide at least one of haptic guidance to the user and a limit on user manipulation of the surgical device, based on a relationship between an anatomy of the patient and at least one of a position, an orientation, a velocity, and an acceleration of a portion of the surgical device, and to adjust the control parameters in response to movement of the anatomy during the procedure.",20060629,A61B34/76; A61F2002/4633; A61B2034/207; A61B2034/305; A61B2034/207; A61B2034/2051; A61B34/70; A61B2034/105; A61B5/745; A61B17/1739; A61B2034/254; A61B2017/00119; A61F2002/4632; A61B90/14; A61B2090/365; A61B17/1675; A61B34/70; G05B2219/40478; A61B17/1677; A61B2034/2059; A61B17/1767; A61B34/35; A61B2034/2051; A61B34/74; A61B17/1767; A61B2034/102; A61B34/76; A61B2034/2068; G05B2219/39196; A61B2034/2048; A61N1/372; A61B90/37; A61B2017/00725; A61B34/37; A61B2034/2055; A61B2034/108; A61B17/17; A61B5/745; A61B34/30; G05B2219/40478; A61B17/17; A61B34/37; G05B2219/45117; A61B2034/2059; A61B34/71; A61F2/38; A61B34/10; G05B2219/45171; A61F2/30942; A61B2017/00119; A61B5/1127; A61B90/36; A61B34/20; A61B34/25; A61B17/1695; A61B2090/3983; A61B2034/252; A61B2090/3937; G06F3/016; A61B2090/08021; A61B2034/108; A61B2034/252; A61N1/3605; A61B2090/3983; A61B17/1675; G05B2219/36432; A61B2034/105; A61B2017/00115; A61B2090/365; A61B2017/00725; A61B2034/254; A61B90/36; A61N1/0534; A61B2034/107; G05B2219/36432; A61B17/1739; A61B90/14; A61B90/361; A61B2090/08021; A61B17/1764; A61B34/25; A61B5/1127; A61B34/20; G05B2219/45171; G05B2219/45117; G05B2219/39196; A61B34/10; A61B17/1764; A61B2034/2055; A61B17/1703; A61B2034/2048; A61B17/1677; A61B34/30; A61B2034/102; A61F2/38; G06F3/016; A61B2034/107; A61B2034/305; A61B2034/2068; G16Z99/00; G16Z99/00; G16H40/63; G16H20/40
US-2020345435-A1,Robotic surgical instrument including high articulation wrist assembly with torque transmission and mechanical manipulation,"A robotic electromechanical surgical instrument includes a housing, an elongated shaft that extends distally from the housing, a wrist assembly supported on the elongated shaft, an end effector coupled to the wrist assembly, a universal joint assembly supported within the wrist assembly, and cables coupled to the wrist assembly. The elongated shaft defines a longitudinal axis. The wrist assembly includes a first joint coupled to a second joint. The universal joint assembly is rotatable to actuate a function of the end effector. The plurality of cables is movable to manipulate the first and second joints to enable the universal joint assembly and the wrist assembly to articulate relative to the longitudinal axis.",20201105,A61B17/07207; A61B2017/00477; A61B2017/07257; A61B34/71; A61B2017/00473; A61B34/35; A61B17/07207; A61B34/37; A61B2034/305; A61B2034/302; A61B2017/00367; A61B34/71; A61B2017/0069; A61B2017/00398; A61B2034/305; A61B2017/00314; A61B2017/00323; A61B2017/0046; A61B2017/07271; A61B2017/00477; A61B2017/2927; A61B2017/2927; A61B2017/0069; A61B34/71; A61B34/35; A61B17/07207; A61B2034/305
US-6764441-B2,Peristaltically self-propelled endoscopic device,"Expandable actuators surround a central conduit. Each actuator comprises a bladder that, when fluid is introduced, expands laterally while contracting longitudinally. A restorative spring can be placed inside a bladder and between the two ends to restore the actuator to its original shape as fluid is withdrawn. Multiple actuators can be placed in series to successively inflate and deflate and generate a peristaltic motion. One or more Shape Memory Alloy (SMA) springs can be affixed to one or more restorative springs to cause bending motion.",20040720,A61B1/015; A61B34/72; A61B1/00156; A61B1/0058; A61B1/00156; A61B1/0058; A61B34/72; A61B1/015; A61B34/70; A61B34/70
US-2008065105-A1,Minimally invasive surgical system,The distal end of a surgical instrument is movable in all six Cartesian degrees of freedom independently of other components of a telemanipulated surgical system. The surgical instrument extends trough a guide tube. The distal end is moved by actuators that are telemanipulatively controlled.,20080313,A61B2034/301; A61B1/00149; A61B8/12; A61B34/72; A61B8/12; A61B1/00087; A61B34/71; A61B1/06; A61B1/04; A61B1/002; A61B1/06; A61B1/00193; A61B5/0086; A61B5/0086; A61B1/00165; A61B1/00154; A61B2017/3447; A61B1/00154; A61B1/002; A61B1/00193; A61B2034/305; A61B2017/00314; A61B1/0055; A61B1/00193; A61B90/361; A61B1/0055; A61B1/018; A61B34/30; A61B2034/2061; A61B1/05; A61B1/00165; A61B34/71; A61B34/30; A61B2017/3447; A61B1/018; A61B2034/306; A61B1/018; A61B1/05; A61B2034/301; A61B34/37; A61B1/0055; A61B1/04; A61B2034/306; A61B2017/00323; A61B1/00149; A61B1/00154; A61B90/10; A61B1/05; A61B2034/305; A61B34/70; A61B2017/3447; A61B2017/00477; A61B2017/00398; A61B2017/0034; A61B2017/00318; A61B2017/00225; A61B17/00234; A61B8/12; A61B5/0086; A61B1/06; A61B1/04; A61B1/002; A61B1/00165; A61B1/0016; A61B90/361; A61B90/10; A61B34/72; A61B34/37; A61B2034/2061; A61B1/00087; A61B1/00149; A61B2034/2061; A61B2090/062; A61B34/32; A61B2090/062; A61B2017/0034; A61B2017/00318; A61B34/70; A61B34/32; A61B17/29; A61B5/0086; A61B34/72; A61B2017/00323; G16H20/40; A61B2034/301; A61B2017/3447; A61B2017/00477; A61B2017/00314; A61B2017/00225; G16H40/67; A61B1/06; A61B2034/306; A61B1/05; A61B1/0016; A61B2017/00398; A61B1/018; A61B1/0055; A61B1/002; A61B90/361; A61B8/12; A61B1/00087; G16H40/67; G16H20/40; A61B34/71; A61B1/00165; A61B1/00087; A61B1/00193; A61B1/00149; A61B90/10; A61B34/37; A61B1/0051
US-8258917-B2,Intuitive multiple degrees of freedom portable control device,"A control device for a vehicle or mechanism includes a portable displacement controller which permits a non-technical user to achieve effective control of the vehicle or mechanism, by moving the portable displacement controller intuitively with little learning effort. A first sensing device, attached to the displacement controller, detects the user&#39;s controlling motion. A second sensing device, attached to the object being controlled, detects motion thereof. An interface device receives signals from the sensing devices, processes those signals to determine relative motion of the controlling motion and the object&#39;s motion and outputs a control signal in accordance with the processed signals. The sensing devices each detect motion in six degrees of freedom; the sensing devices each include a three-axis accelerometer, a three-axis gyroscope, and a three-axis magnetometer. In specific embodiments, the accelerometers, gyroscopes, and magnetometers include micro-electromechanical system (MEMS) devices.",20120904,G06F3/0346; G06F3/0346; A63F2300/105; A63F2300/105
US-7660623-B2,Six degree of freedom alignment display for medical procedures,"A display and navigation system for use in guiding a medical device to a target in a patient includes a tracking sensor, a tracking device and display. The tracking sensor is associated with the medical device and is used to track the medical device. The tracking device tracks the medical device with the tracking sensor. The display includes indicia illustrating at least five degree of freedom information and indicia of the medical device in relation to the five degree of freedom information.",20100209,A61F2/48; A61F2/48; G16Z99/00; G16Z99/00; A61F2002/30624; A61F2250/0013; A61F2002/4681; A61F2/4425; A61B17/00234; A61F2002/30668; A61F2250/0002; A61B2090/3983; A61B2017/0256; A61F2/441; A61F2002/3067; A61F2250/0006; A61B2090/3983; A61F2002/30677; A61F2002/30476; A61F2/34; A61B17/025; A61B90/10; A61F2/36; A61B2034/2051; A61B17/1703; A61F2002/30548; A61F2/32; A61B2034/105; A61B2090/363; A61B2017/00199; A61B90/10; A61B17/15; A61F2002/4668; A61F2002/30476; A61F2002/3069; A61B2034/102; A61B2090/374; A61F2002/30578; A61F2/4607; A61B17/175; A61F2/4609; A61F2002/467; A61B2090/376; A61B2034/2051; A61F2002/30578; A61F2002/4632; A61B2034/108; A61F2220/0091; A61F2002/30517; A61F2/4609; A61F2220/0091; A61F2220/0025; A61F2002/30538; A61F2002/467; A61B2017/0256; A61B2034/102; A61B2034/252; A61F2002/30565; A61B2034/105; A61F2002/305; A61B2034/2072; A61F2002/4668; A61F2002/30624; A61B17/025; A61B17/1703; A61B34/30; A61B2090/363; A61F2250/0002; A61F2250/0001; A61B2090/376; A61B17/175; A61F2002/30471; A61F2/4657; A61F2002/30668; A61F2002/449; A61B17/1757; A61B2034/107; A61F2250/0001; A61F2/36; A61F2/34; A61B34/25; A61B34/20; A61F2002/4632; A61B2034/2072; A61B2034/256; Y02A90/10; A61F2002/30538; A61F2002/4635; A61B2034/108; A61B34/20; A61F2002/30586; A61F2250/0006; A61F2/4607; A61B34/25; A61F2002/30565; A61F2002/30677; A61B2090/365; A61F2002/3069; A61F2002/3067; A61F2/4657; A61F2002/30649; A61F2002/30517; A61B2090/365; A61F2/441; A61F2220/0025; A61B2034/256; A61F2002/30579; A61B17/1757; A61F2002/30586; A61F2002/4666; A61B2090/374; A61B17/15; Y02A90/10; A61B2017/00199; A61F2002/449; A61F2/4425; A61F2002/4666; A61B34/30; A61B17/00234; A61F2002/305; A61F2002/30579; A61B2034/252; A61F2002/30548; A61F2/32; A61B2034/107; A61B2034/254; A61F2002/4635; A61F2002/4681; A61F2002/30471; A61F2002/30649; A61F2250/0013; A61B2034/254
US-2019033987-A1,Multi-Degrees-of-Freedom Hand Controller,"Disclosed is a controller including a first control member, a second control member that extends from a portion of the first control member, and a controller processor that is operable to produce a rotational movement output signal in response to movement of the first control member, and a translational movement output signal in response to movement of the second control member relative to the first control member. The rotational movement output signal may be any of a pitch movement output signal, a yaw movement output signal, and a roll movement output signal, and the translational movement output signal may be any of an x-axis movement output signal, a y-axis movement output signal, and a z-axis movement output signal. In exemplary embodiments, the first control member may be gripped and moved using a single hand, and the second control member may be moved using one or more digits of the single hand, thus permitting highly intuitive, single-handed control of multiple degrees of freedom, to and including, all six degrees of rotational and translational freedom without any inadvertent cross-coupling inputs.",20190131,G05B2219/45123; A61B34/37; G08C19/16; A61B34/37; G05B2219/45123; A61B5/7475; A61B34/30; G06F3/0346; A61B34/30; A61B2560/0487; A61B5/7475; A61B34/74; A61B2560/0487; G06F3/0338; A61B34/74; G06F3/0338; A61B2560/0487; G05B2219/45123; G08C19/16; A61B5/7475; A61B34/37; A61B34/74; G06F3/0346; G08C19/16
US-2006058604-A1,System and method for hybrid tracking in surgical navigation,"A system and method for hybrid tracking in surgical navigation is disclosed. A plurality of tracking technologies is used in a medical procedure where a reconciler determines an active tracking technology. The reconciler determines the active tracking technology during the medical procedure. A switch may then activate one or more tracking technologies. The determination of which technology or technologies are to be activated may be based, for example, on metrics measured by each of the technologies, such as an accuracy measurement. In addition, a display may present representations based on at least data obtained by one or more of the tracking technologies. The switch may employ weighted switching to gradually switch the display of a first representation corresponding to a first tracking technology to the display of a second representation corresponding to a second tracking technology, where the first technology is deactivated and the second technology is activated.",20060316,A61B90/36; A61B2090/3937; A61B5/4528; A61B2090/064; A61B5/065; A61B2090/0818; A61B5/4528; A61B2090/3995; A61B34/20; A61B2090/3925; A61B5/066; A61B2034/2051; A61B2090/3925; A61B2090/0818; A61B2034/2055; A61B2034/2051; A61B90/36; A61B5/067; A61B2090/366; A61B5/065; A61B2034/2048; A61B2034/2055; A61B5/06; A61B2090/3954; A61B34/20; A61B2090/3954; A61B5/062; A61B5/067; A61B5/06; A61B2090/366; A61B2090/3937; A61B5/066; A61B2090/064; A61B90/37; A61B90/37; A61B2034/2048; A61B2090/3995; A61B5/062
US-2019239890-A1,Surgical clip applier with parallel closure jaws,"An end effector for a surgical clip applier includes a housing, and jaws that extend past a distal end of the housing and include opposed first and second jaw members each comprising an independent structure movable relative to the other. The first jaw member defines a first inner surface and the second jaw member defines a second inner surface opposite the first inner surface. An actuation mechanism is operatively coupled to the jaw members and operable to move the jaws between an open position and a closed position. The first and second inner surfaces remain substantially parallel to each other as the jaws move between the open and closed positions.",20190808,A61B17/1285; A61B34/25; A61B2017/00477; A61B17/122; A61B34/37; A61B2017/2944; A61B2017/2937; A61B2017/2936; A61B2017/00473; A61B34/71; A61B34/37; A61B17/1285; A61B2017/2944; A61B2017/2939; A61B2017/2937; A61B34/71; A61B34/70; A61B17/10; A61B34/25; A61B2034/305; A61B2017/00477; A61B34/37; A61B17/1285; A61B17/122; A61B2017/2936; A61B2017/00473
US-10845879-B2,Deformable objects for haptic feedback,"Components, devices, systems, and methods for providing passive haptic feedback for a user interacting with a virtual reality simulation. A physical object with a surface may represents an object in the virtual reality simulation. A mechanism may be configured to change a shape or size of the surface of the physical object in response to a change in the virtual reality simulation.",20201124,G06F3/016; G06F3/011; G06F3/011; G06F3/0304; G06F3/0304; G06F3/016; G06F3/011; G06F3/016; G06F3/0304
US-2011060375-A1,Expandable introducer system and methods,"An expandable introducer with embodiments that may include a fastener, tubular member, sleeve and combinations thereof. The sleeve may have a wall with an inner surface and an outer surface. The sleeve may include a slit through the wall, which may allow the sleeve to be decreased in diameter for implantation and/or increased in diameter after implantation for alignment. The sleeve may include two slits in the tubular wall thereby forming two semi-tubular members. The semi-tubular members may be placed separately at the implantation site then aligned to form a tubular member. The tubular member may include threads, pebbles, bumps, ridges, hills, openings and combinations thereof.",20110310,A61B2017/0409; A61F2/08; A61F2/28; A61B17/842; A61L2430/38; A61L27/24; A61F2/442; A61F2002/30677; A61L27/54; A61F2/28; A61F2002/2817; A61B17/683; A61F2002/2817; A61F2002/30677; A61L27/3834; A61L2430/38; A61F2002/444; A61F2002/4435; A61F2/08; A61F2310/00359; A61B2017/2926; A61L27/58; A61F2/0811; A61F2002/30062; A61L27/12; A61L27/12; A61F2310/00293; A61B17/1615; A61F2/442; A61B17/0469; A61B17/56; A61B17/683; A61L27/3834; A61B17/7022; A61L27/24; A61F2002/30062; A61F2210/0004; A61F2/30749; A61F2002/444; A61B17/0218; A61B2017/2926; A61B17/7022; A61B2017/0409; A61L27/54; A61F2310/00359; A61B17/1615; A61L27/58; A61B17/8869; A61F2210/0004; A61L27/225; A61F2002/4435; A61B17/8869; A61B17/0469; A61B17/842; A61L27/225; A61F2310/00293; A61B17/0218
US-2014148729-A1,Micro-mechanical devices and methods for brain tumor removal,"A method for removing at least part of a brain tumor may first involve contacting a forward-facing tissue cutter disposed at the distal end of a tissue removal device with the brain tumor. The tissue removal device may include a shaft having a diameter no greater than about 10 mm, and in some embodiments the tissue cutter does not extend laterally beyond the diameter of the shaft. The method may next involve cutting tissue from the brain tumor, using the tissue cutter. The method may then involve moving the cut tissue through a channel of the shaft in a direction from the distal end of the tissue removal device toward a proximal end of the device.",20140529,A61B2034/2051; A61B2017/32006; A61B10/0266; A61B17/32002; A61B2017/320032; A61B10/0283; A61B17/32002; A61B2017/2927; A61B2017/345; A61B17/3201; A61B2017/320032; A61B2017/32006; A61B2017/2927; A61B10/0266; A61B10/0275; A61B2017/00738; A61B10/0275; A61B17/320758; A61B2017/345; A61B10/0283; A61B18/18; A61B34/30; A61B90/361; A61B2034/2055; A61B10/06; A61B2017/2943; A61B18/18; A61B2217/005; A61B2017/2943; A61B17/24; A61B34/30; A61B90/361; A61B2017/2903; A61B2017/2903; A61B10/06; A61B2017/3447; A61B2017/00738; A61B17/3201; A61B17/24; A61B2017/3447; A61B2034/2051; A61B2034/2055; A61B2217/005; A61B17/320758; A61B17/32002; A61B10/06; A61B18/18; A61B19/2203
US-2012326999-A1,Touch interface device and method for applying lateral forces on a human appendage,"A touch interface device includes a touch surface configured to be engaged by an object, first and second actuator assemblies operably connected to the touch surface, and a controller operably connected with the first and second actuator assemblies. The first actuator assembly displaces the touch surface in one or more lateral directions along the touch surface at a first frequency. The second actuator assembly displaces the touch surface in an angled direction that is one of at least obliquely or perpendicularly angled to the touch surface at a second frequency. The controller operates the first and second actuator assemblies so that the touch surface varies in engagement with the object to impart a force on the object that is along the touch surface.",20121227,G06F1/1643; G06F3/041; G06F3/016
US-2002103417-A1,Endoscopic smart probe and method,"An improved endoscopic device which is introduced into the intestinal tract of a living organism and which operates autonomously therein. In a first embodiment, the probe utilizes a miniature charge-coupled device (CCD) camera and a fiber optic/diode illumination system for inspection of the intestine wall. The CCD camera operation is supported by data processing electronics and an inductive data transfer circuit located within the probe which facilitate the real-time transfer of the acquired image data out of the probe to an external monitoring and control device. Power is supplied to the probe inductively from an external power source. The probe is completely sealed so as to be protected against damage by gastric acids or other potentially damaging substances residing within the patient. A second embodiment of the probe incorporates a miniature diode laser which is used in conjunction with the CCD array to produce autofluorescence spectra of the interior of the intestinal wall. In another aspect of the invention, an improved endoscopic device useful for implanting the aforementioned endoscopic smart probe is disclosed. A method for inspecting and/or treating the interior regions of the intestinal tract using the aforementioned smart probe is also disclosed.",20020801,H04L1/004; A61N2005/1005; A61N5/1014; A61N2/002; A61B18/20; A61B8/56; A61B8/4488; A61B8/4472; A61B8/445; A61B8/12; A61B6/4494; A61B6/4258; A61B6/037; A61B5/7232; A61B5/7225; A61B5/4839; A61B5/411; A61B1/0684; A61B1/00158; A61B1/00156; A61B1/00036; A61B1/00029; A61B5/0071; A61B5/0084; A61B1/043; A61B8/4245; A61B5/073; A61M31/002; A61M2005/1726; A61M5/1723; A61B5/42; A61B10/02; A61B5/14546; A61M2205/3523; A61N5/1007; A61M2210/1042; A61M2205/3507; A61M5/145; A61B1/0002; A61B10/04; A61B1/00016; A61B1/00032; A61B1/00006; A61M2202/07; A61B1/041; A61M2205/10; A61B5/11; A61B5/7257; A61B5/1107; A61B5/4255
US-2005072621-A1,Vehicle steering apparatus,"A vehicle steering apparatus includes a steering input section having at least a steering wheel to which steering input is applied, and a steering output section having at least a steering rack shaft and operatively associated with left and right steered wheels for steering the steered wheels by steering-rack-shaft movement produced by a steering force determined based on the steering input and transmitted directly or indirectly to the steering rack shaft. The steering rack shaft is split into left and right movable rack shaft portions. Also provided is a steer angle converter enabling a differential rack stroke between left and right rack strokes of the left and right movable rack shaft portions. The steer angle converter is constructed by at least one of a variable-pitch dual rack arrangement and a dual taper-pulley arrangement of a cable back-up mechanism.",20050407,B62D1/163; B62D5/008; B62D7/09; B62D5/003; B62D5/001; B62D5/008; B62D5/003; B62D1/163; B62D7/09; B62D5/008; B62D1/163; B62D5/003; B62D7/09
US-9943375-B2,Wireless force sensor on a distal portion of a surgical instrument and method,"A surgical instrument includes a distal portion. A force sensor is operatively mounted on the distal portion. The force sensor includes a wireless package, which wirelessly provides (1) identification information of the surgical instrument and (2) strain data related to the distal portion. A surgical end effector includes a jaw and the distal portion is on a non-contact portion of the jaw. The wireless package includes a surface acoustic wave strain sensor with identification information. The wireless package also includes a small folded antenna electrically coupled to the surface acoustic wave strain sensor with identification information. The identification information includes an identification of a type of surgical instrument and unique identification of the specific surgical instrument in the type of surgical instrument.",20180417,A61B90/10; A61B34/37; A61B2562/08; A61B34/76; A61B34/30; A61B90/98; A61B2017/00477; A61B34/76; A61B90/98; A61B2034/305; A61B2090/064; A61B34/35; A61B34/37; A61B2017/2929; A61B34/30; A61B90/10; A61B2017/00477; A61B34/71; A61B2090/064; A61B2562/08; A61B34/35; A61B2034/305; A61B34/71; A61B2017/2929; A61B34/30; A61B34/35; A61B34/37; A61B2017/2929; A61B2090/064; A61B90/10; A61B34/76; A61B2017/00477; A61B90/98; A61B2034/305; A61B2562/08; A61B34/71
