node1,node2,structure_text,llm_full,llm_title,t1_structure,t1_full,t1_title
US-2014194732-A1,US-2021289189-A1,"1 An operating room surgical tool system comprises a camera with a viewfinder, a camera with a viewfinder, a camera with a viewfinder, a camera with a viewfinder, a camera with a viewfinder, a camera with a viewfinder, a camera with a viewfinder, a camera with a viewfinder, a camera with a viewfinder, a camera with a viewfinder, and a camera with a viewfinder. 2 An end-axis position is performed to identify the position of a rotating instrument.","A surgical visualization and measurement system for intra-abdominal procedures comprises at least one trocar-mounted retractable camera having a fixed positional relationship with a tracking mark, a laparoscopic or endoscopic wide-field camera, and an optical tracking sensor configured to detect positions of the tracking marks in real time. A processor receives images from the retractable camera and the wide-field camera, determines inter-camera distances and orientations from the tracked marks, and applies image transforms to geometrically register the images. The processor then combines the registered images to generate a stereoscopic three-dimensional representation of tissue structures and to compute accurate three-dimensional shape and distance measurements within the body cavity. The resulting three-dimensional images and measurements are displayed to the surgeon to assist in navigation, manipulation, and planning during minimally invasive surgery.","A prospective invention comprises a minimally invasive surgical assistance system integrating a trocar assembly with a stereoscopic image correction and generation module. The trocar includes one or more imaging channels configured to receive image capture devices that acquire distinct monocular images from different viewpoints within a body cavity. A processing unit corrects image data from the distinct images, compensating for optical distortions, misalignment, and tissue-induced artifacts, and generates real-time stereoscopic three-dimensional images of the surgical field. The resulting 3D visual output is provided to a surgeon via a stereoscopic display or head-mounted device, enhancing depth perception and precision during trocar-based procedures.",0.8799028747285379,0.8984858744954423,0.8945918920503512
US-9861271-B2,EP-3679851-A1,"One method relates to a surgical imaging system comprising a manipulating device, an endoscope, and a camera. The manipulating device generates an image of the anatomical position of a patient in a surgical procedure. The imaging system is augmented to provide a virtual image of the anatomical position of a patient in a surgical procedure. In addition, the image is analyzed for accuracy by a data acquisition process. The data acquisition process may be performed remotely from the imaging system, including the acquisition of three-dimensional images of the anatomical position of objects.","A system and method for intra-operative three-dimensional imaging and motion-compensated guidance of endoscopic procedures is disclosed. An endoscope equipped with a tracking mechanism is navigated to locations at or near moving target tissue, while cyclical organ motion is captured by motion sensors and correlated with endoscope position and orientation data. Simultaneously, a plurality of IR cameras, mounted on surgical instruments or within the operative field, capture IR images that are associated via parallax to generate an integrated 3D image of the anatomical region in real time. The correlated motion data and integrated 3D image are combined to produce a motion-compensated, real-time intra-operative visualization and navigation map for precise targeting and intervention on moving tissue.","A system and method are provided for enhanced endoscopic-guided tumor treatment that integrates tracked bronchoscopy-based motion simulation with augmented parallax endoscopic imaging. A navigation module registers real-time bronchoscope position and orientation with preoperative imaging to model and predict respiratory-induced tumor motion. Simultaneously, an imaging module generates parallax-augmented endoscopic views, providing depth-enhanced visualization of airway and tumor structures. The combined system enables precise, motion-compensated targeting and delivery of diagnostic or therapeutic interventions to tumors within or adjacent to bronchial passages.",0.9105976205858286,0.8987728215462821,0.8624208554195927
US-2017360512-A1,US-2020222205-A1,"A surgical instrument system comprises a robotic tool for manipulating a surgically performed joint and a guide device for adjusting the position of the surgically performed joint relative to the patient's body. The method includes a method of generating force to be applied to the surgically performed joint. The method includes a plurality of end-pieces, including a first-axis receptacle and a cutting device. The receptacle is positioned in a pre-determined position relative to the patient's body, and the cutting device is positioned in.","A system and method for robot-assisted extraction of orthopedic implants is provided. The system includes a robotic arm having an end effector configured to releasably couple to a pivotable implant extractor tool with jaws adapted to engage an implant. A robotic controller monitors a position and orientation of the end effector and applies controlled forces to the implant via the extractor tool while simultaneously determining soft tissue balance using data from a tracking system. The controller adjusts the extraction trajectory and force based on real-time soft tissue balance feedback, and outputs corresponding information to a display to facilitate atraumatic, single-operator implant removal.","A system and method for revision articular surgery integrates real-time soft tissue balancing with an implant extraction tool. The system comprises a sensor-enabled balancing assembly configured to assess ligament tension and joint alignment during removal of an existing implant, and an extractor instrument having adjustable engagement features controlled according to the measured soft tissue parameters. The method includes dynamically modifying extraction force vectors and trajectories to minimize collateral damage to soft tissues and underlying bone while maintaining or improving joint balance. The invention facilitates precise implant removal and preparation for re-implantation while preserving optimal soft tissue tension and joint kinematics.",0.9261671580946987,0.9025509506500067,0.8557752895668361
US-2017360512-A1,US-2010100102-A1,"A method is provided for manipulating a portion of a limb to determine the position of a joint relative to the first and second vertebral bones of the limb. The method includes a force sensor and a reversible alignment device. The force sensor is positioned at the proximal end of the limb, and the reversible alignment device is positioned at the distal end of the limb. The reversible alignment device is covered by a flexible plastic covering system comprising a plurality of movable structures, including a bone.","A system and method for robot-assisted soft tissue balancing during joint arthroplasty is provided. The system includes a robotic arm having an end effector configured to removably couple to a tensor/ligament balancer including first and second paddles and a biasing member operable to apply a substantially constant force between opposing anatomical surfaces. A robotic controller monitors a position and orientation of the end effector and the tensor/ligament balancer using a tracking system, and determines soft tissue balance based on real-time gap measurements produced by displacement of the second paddle under the constant force. The controller outputs quantitative soft tissue balance metrics and optionally adjusts the applied force and end effector position to achieve a desired balance profile.","A system and method for intraoperative soft tissue balancing in articular joint surgery is provided, utilizing a constant-force tensioning apparatus to dynamically assess and adjust ligament balance throughout a range of motion. The invention combines a force-controlled tensor/ligament balancer with real-time measurement of joint gaps, alignment parameters, and soft tissue tension in multiple planes. Using these measurements, the system guides selective soft tissue releases, implant positioning, and component sizing to achieve optimized and reproducible joint kinematics. In certain embodiments, feedback may be provided visually or electronically to the surgeon or a robotic system to automate or semi-automate balancing adjustments.",0.8587322023696422,0.8818320295119251,0.853689966546804
US-10383765-B2,US-11344374-B2,"A method comprises a computer-aided robotic system for detecting and mapping the position of a patient during a surgical procedure. The system generates an image of a device based on the information provided by one or more sensors in the system. The system generates an image of a device based on the information provided by one or more sensors in the system. In addition, the system may be configured to display the orientation and orientation of a reference scene from a physical location to a three-dimensional perspective, and to display the orientation and orientation of a reference scene from a virtual location","A system and method for robotic-assisted microsurgery integrates a global surgical coordinate framework with intelligent motion classification of surgeon-manipulated controllers. A three-dimensional model of the patient’s anatomy is generated using robotic kinematics and depth-resolved imaging, and a virtual safety boundary is defined within this global coordinate system. One or more freely movable input controllers equipped with inertial sensors provide real-time motion data that is analyzed to distinguish intentional from unintentional surgeon movements. Detected unintentional movements are suppressed or compensated within the coordinate system to prevent tool motion beyond the virtual boundary and thereby reduce the risk of inadvertent tissue injury.","A system and method are provided for robot-assisted surgery that integrates a global coordinate framework with user interface motion monitoring. A surgical robot workspace is defined in a unified global coordinate system, within which positions and orientations of surgical instruments are continuously tracked. A user interface device controlling the robot is monitored to detect unintentional or anomalous user movements, such as tremors, slips, or unintended displacements, relative to the global coordinate reference. Upon detection of such unintentional movements, the system automatically modifies, filters, or inhibits corresponding robotic actions to enhance surgical accuracy and patient safety.",0.9270912278441908,0.9016067206474538,0.9027174123502303
US-10383765-B2,US-2022183779-A1,"A surgical apparatus comprises a surgical tool system for generating an image of a surgical instrument and a surgical tool system for manipulating a surgical instrument. The surgical tool system includes a method for determining the relative position of a surgical instrument and a surgical tool system. In addition, the method may be configured to allow a user to rotate the surgical instrument from one end to the other. The method may be configured to allow a user to remove a portion of the surgical instrument from the surgical tool system by means of a first-axis rotation and a third-axis rotation.","A robotic-assisted surgical system for ophthalmic procedures includes a global eye-referenced coordinate framework and a deployable, multi-blade retractor assembly. A robotic manipulator positions the retractor assembly relative to a three-dimensional model of the patient’s eye generated from kinematic data and optical coherence tomography images. The first and second retractor blades are rotatably coupled to a clevis and configured such that controlled torque applied to a first blade selectively rotates the second blade in coordination, while maintaining predetermined virtual safety boundaries within the global coordinate system. The system thereby enables precise, image-guided deployment and adjustment of the retractor blades to stabilize ocular tissues while preventing encroachment into protected anatomical regions.","A robotic surgical system is provided that utilizes a global coordinate framework to manipulate multi-blade medical instruments within a patient’s body. The system includes a robotic arm assembly, a control unit configured to register patient anatomy and instrument position in a unified coordinate space, and at least one surgical device having multiple blades configured for cutting, grasping, or dissecting tissue. The control unit coordinates the motion and orientation of each blade independently or in concert based on the global coordinate data to achieve precise, repeatable tissue interaction. Methods of use include registering anatomical landmarks, planning multi-blade trajectories, and executing robotically controlled surgical maneuvers under image or sensor guidance.",0.9037258397164663,0.8847907877360139,0.9157117986750001
US-10383765-B2,US-2022101745-A1,"One or more methods of executing a surgical system are described, including the manipulation of a virtual object by a computer-aided robotic device to generate an anatomical image of a surgical scene. The system generates an image of the surgical scene based on the user's perception of the location and orientation of the surgical scene. In addition, the system provides a method for identifying and synchronizing a set of data from a sensor in the operating room to a set of data from a camera in the operating room.","A system and method are provided for virtual-reality-based planning, simulation, and execution of robotic-assisted ocular surgery within a unified global coordinate framework. A global coordinate system for a patient’s eye is established using robotic kinematic data and optical coherence tomographic imaging from an overhead optical assembly and a tool-based sensor, thereby generating a computer-registered three-dimensional eye model and associated virtual safety boundaries. A virtual reality environment renders the three-dimensional model and virtual surgical instruments, and receives user inputs to manipulate virtual robotic components corresponding to physical robotic instruments within the established coordinate system. A server-client architecture generates and transmits actuation commands derived from the user inputs and real-time robotic status data, enabling synchronized control and visualization of both the virtual and physical robotic components while enforcing the virtual boundaries to prevent inadvertent injury.","A system and method are provided for immersive teleoperated robotic surgery that integrates a global coordinate system with a virtual reality (VR) simulation environment. A robotic surgical apparatus is tracked in a unified global coordinate frame that aligns real-world instrument positions with a corresponding virtual surgical scene presented to a user through a VR display. The system continuously maps and updates the positions and orientations of robotic instruments and patient anatomy in the global coordinate system, enabling accurate, latency-compensated visual and haptic feedback. The combined framework supports pre-operative simulation, intra-operative guidance, and post-operative review by maintaining a consistent spatial relationship between real and virtual surgical environments.",0.9285607633956598,0.8982126828829902,0.9178175009099788
US-2017258526-A1,US-2019275323-A1,"A method of the present invention relates to providing an electrically actuated device for a surgical procedure to be implanted in a patient's body. The device includes at least one implantable imaging system, a display device, and an input/output device. The display device and the input/output device are configured to monitor the patient's physiological characteristics, such as sensitivity, temperature, and focal length, by a combination of a signal processing device and a signal processing device.","A system and method are provided for visually guided electrical stimulation of tissue during surgical procedures using an optical head mounted display (HMD). The system includes an electrical stimulator having at least one electrode and a power supply configured to deliver capacitive discharge stimulation energy to tissue proximate a target anatomy to induce an observable response. The HMD is configured to receive stimulation parameters and response data and to display, in real time, visual guidance overlays indicative of electrode position, stimulation settings, and tissue responses in the surgeon’s field of view. The integrated system enables precise localization, assessment, and modulation of target anatomical structures during surgery.","A system and method are provided for performing minimally invasive surgery with integrated intracorporeal smooth muscle stimulation. The system includes a surgical device configured for access to a target anatomical site and a delivery subsystem adapted to position one or more stimulation electrodes or actuators adjacent smooth muscle tissue. A controller coordinates surgical manipulation with controlled delivery of electrical and/or mechanical stimuli to modulate smooth muscle tone, peristalsis, or sphincter function during the procedure. The invention improves visualization, access, and functional assessment of organs by dynamically adjusting smooth muscle activity in real time while surgery is being performed.",0.8947326458525733,0.8700883630580398,0.877589671864426
US-2017258526-A1,WO-2013132501-A1,"This invention relates to a surgical imaging device comprising a method for displaying an image of a patient during a surgical procedure, a technique for manipulating an image of a patient, and an endoscope for guiding the image of a patient to a desired location. In addition, the apparatus may be accessed from a computer-based system comprising a positional camera, a positional camera, a positional camera, a positional camera, a positional camera, a positional camera and a positional camera.","A system and method are provided for visually guided, robot-assisted endoscopic surgery using an optical head-mounted display. The system comprises an endoscope configured to provide real-time images of a field of view (FOV) within a body cavity, a maneuvering system defining its own x, y, z axes, and a data processing unit adapted to control the maneuvering system relative to the FOV axes independently of the maneuvering system axes. The head-mounted display presents the endoscopic images and superimposed guidance cues, and receives user inputs corresponding to desired movements of the FOV. The data processing unit translates these user inputs into control signals for the maneuvering system so as to reposition the endoscope in the body cavity according to the FOV-referenced commands while maintaining visual alignment for the surgical procedure.","A system and method are provided for integrated surgical control combining robotic surgical devices with a global endoscopic command platform. The invention includes a set of surgical instruments and actuators configured for minimally invasive procedures, operatively coupled to an endoscopic imaging and control unit providing multi-axis visualization and manipulation. A central controller coordinates real-time input from the endoscope, surgeon interfaces, and auxiliary sensors to drive precise instrument positioning, tissue interaction, and safety interlocks. The system enables unified control of imaging, navigation, and operative functions to enhance accuracy, reduce operative time, and facilitate complex endoscopic and laparoscopic surgeries.",0.8971955228881733,0.8906203659274008,0.9052915132657434
US-2013211792-A1,US-9655683-B2,"A method for providing guidance to a user of a virtual anatomical implant device involves generating a virtual anatomical representation of a target anatomical position in relation to a computer-generated haptic parameter. The haptic parameter is mapped to a virtual anatomical representation of a target anatomical position in relation to a computer-generated haptic parameter. One or more of the methods described in the present invention are applied to a virtual anatomical implant device, allowing the user to adjust the positioning of the device and adjusting the orientation.","A computer-implemented method for patient-specific haptic guidance of a surgical instrument is provided. The method comprises generating a virtual implant model and a virtual anatomical model of a patient, identifying one or more reference features of the virtual implant model, and determining intersections between the reference features and the anatomical model to define at least one patient-specific haptic boundary. The method further comprises determining, by a processor, a current orientation angle of an axis of a surgical instrument relative to a target axis associated with the reference features, and dynamically adjusting the patient-specific haptic boundary based on the determined orientation angle. The haptic boundary is configured to constrain the instrument from deviating beyond a defined angular and spatial limit while guiding the instrument along a path optimized for the patient-specific anatomy and implant position.","A system and method are provided for dynamically generating and adapting haptic guidance boundaries with collapsing geometries for instrument navigation in virtual, augmented, or mixed-reality environments. The system defines customizable interactive haptic boundaries around virtual objects or target paths and couples them to a haptically rendered object that progressively collapses in geometry as the instrument approaches a desired trajectory or endpoint. Real-time sensor data and user interaction parameters are used to modify boundary stiffness, shape, and collapse behavior to provide context-sensitive guidance and error correction. The system thereby enables precise, intuitive control of tools or instruments while reducing cognitive load and improving task performance.",0.8786167165486729,0.8945730502038435,0.8843038956893217
US-11484368-B2,US-2019133791-A1,A computer-based surgical method is disclosed for obtaining a bone plan for a prosthetic implant in a patient's arthroscopic surgery. The method includes tools for manipulating the articular surface of a prosthetic implant and adjusting the relative positioning of the articular surface of a prosthetic implant. The method also includes a tool system for determining the alignment of the articular surface of a prosthetic implant and adjusting the relative positioning of the articular surface of a prosthetic implant. These components may be used in the preparation of a surgery.,"A system and method for intraoperatively planning and executing revision arthroplasty using robotic assistance and bone-density-based virtual boundaries. The method includes capturing positions of a tracked probe as it contacts an interface area between bone and an implanted component, and generating, without pre-operative imaging, a first virtual boundary defining material to be removed to detach the component. Bone density data obtained intraoperatively or from limited imaging is further used to generate a second set of virtual objects defining optimal regions for re-implantation, such that distal portions of a revision implant are located in higher-density bone. A robotic guidance station constrains operation of a cutting or machining tool based on both the removal boundary and the density-optimized re-implantation boundaries to facilitate component removal and preparation of bone for revision implantation.","A system and method are provided for robotic-assisted revision shoulder arthroplasty utilizing stemless implant components. The system includes a robotic manipulator, imaging and planning software configured to identify and assess previously implanted shoulder components, and tools for atraumatic removal of failed or malpositioned implants. Based on preoperative and intraoperative data, the system generates a revision plan that defines bone resection, preparation, and placement of stemless glenoid and humeral components while accounting for existing bone loss and implant fixation sites. The robotic manipulator then guides execution of the revision plan with real-time feedback to optimize joint alignment, fixation stability, and preservation of remaining bone stock.",0.9185561564842591,0.8946257932642563,0.874910298568171
US-2015057756-A1,US-2008056433-A1,"A method is disclosed for creating bone-based orthopaedic implants for the proximal part of the femur joint. In addition, the method includes a system of repositioning a bone-based orthopaedic implant into the proximal part of the femur joint. The methods are characterized by a first and second scan of the articular surface of the bone and a second and third scan of the articular surface of the bone. In addition, measurements of the articular surface of the bone are used to guide the procedure","Systems and methods are provided for patient-specific hip joint arthroplasty that integrate frontal pelvic plane determination with intraoperative kinematic optimization. A pelvic reference frame is established by ascertaining the location of the frontal pelvic plane from x-ray recordings using a pubic point and rear-projection of a straight line through a pelvic contour. Patient-adapted implant components and surgical tools are then aligned and positioned relative to the determined frontal pelvic plane, while intraoperative measurements of joint kinematics are acquired. Implant orientation and sizing are iteratively adjusted in real time based on the pelvic reference and measured kinematics to optimize joint function and stability.","A computer-assisted surgical system for hip joint arthroplasty is disclosed, comprising patient-specific implants and cutting guides configured using automatically determined pelvic planes. A pelvic localization device acquires anatomical landmark data and computes functional pelvic reference planes, which are registered to preoperative imaging. Based on the registered pelvic planes, a planning module generates a patient-adapted joint reconstruction plan and associated surgical tools or guides for accurate component positioning. The system thereby enables reproducible alignment of acetabular and femoral components relative to true pelvic orientation, improving fit, biomechanics, and clinical outcomes.",0.8934633651812129,0.8635078785292679,0.8761271479393298
US-2015057756-A1,US-10813715-B1,"The disclosed methods include a device for generating an orthopaedic representation of a patient's body during an arthroplasty procedure. In addition, the disclosed methods include a system for generating an orthopaedic representation of a patient's body during an arthroplasty procedure. In particular, a series of computer-aided devices are incorporated into a device for the purpose of measuring, adjusting, and prioritizing the orientation of two or more articular planes of a patient's body, based on three-dimensional imaging data.","Systems and methods are provided for patient-specific joint arthroplasty planning and implant design using 3D body reconstruction from 2D imaging. A consumer-grade 2D camera and motion sensors acquire images of a patient in an unconstrained environment, and automatic segmentation and pose estimation generate a 3D skeletal and soft-tissue model of the relevant joint region. The 3D model is used to derive joint morphology, kinematic parameters, and loading characteristics, which are then employed to design and virtually evaluate patient-adapted implant components and surgical tools. The resulting implant geometries, kinematic simulations, and procedural plans may be shared via networked platforms for remote surgical planning, optimization, and manufacturing.","A system and method are provided for patient-specific joint arthroplasty planning and execution using single-image mobile device body scanning and 3D model generation. A mobile device acquires at least one image of a target limb or joint region, from which a calibrated three-dimensional anatomical model is automatically constructed and analyzed to determine joint geometry, alignment, and pathology. Based on the patient-adapted 3D model, customized prosthetic components, cutting guides, and/or surgical tools are virtually designed and output as digital files suitable for fabrication. The system further provides preoperative planning, intraoperative guidance, and postoperative assessment functionalities by integrating mobile-acquired models with patient-adapted arthroplasty workflows.",0.9042109266955705,0.9034253454151355,0.90191081489539
US-2017258526-A1,US-2021093393-A1,"A surgical method relating to the present invention includes a device for displaying a virtual anatomical representation of a patient in the operating room, a surgical tool for determining the anatomical position of a surgical implant, and a surgical tool for determining the anatomical orientation of a surgical implant. One or more data acquisition systems are accessed from a user interface. The data acquisition system is augmented by a guiding lens, which is augmented by a guiding lens, which is augmented by a guiding lens and a guiding lens.","A system and method for visually guided hip joint access using an optical head mounted display is disclosed. Pre-operative image data are processed to generate three-dimensional models of the pelvis and femur, which are intra-operatively registered to patient anatomy using tracked probes to form aligned anatomical models and an entry vector cone to a target location. The head mounted display presents, in real time, augmented reality guidance including the aligned models, target location, and entry vector cone overlaid on the patient. A navigated guide wire or instrument is advanced under this visual guidance to achieve accurate and minimally invasive access to the hip joint.","A system and method are provided for performing minimally invasive joint surgery that integrates advanced surgical devices with optimized arthroscopic access techniques. The method includes establishing portals to a joint using image-guided or navigation-assisted access procedures, followed by insertion of multifunctional surgical instruments configured for cutting, grasping, tissue resection, and fixation. The devices may include articulating or shape-memory shafts, integrated visualization, fluid management, and energy-delivery elements adapted for use through the established arthroscopic portals. The combined approach enables improved reach, precision, and safety for diagnostic and therapeutic interventions in joints such as the knee, shoulder, hip, and ankle.",0.9126291756829953,0.8699080605168712,0.9032676989464561
US-2010153076-A1,US-2004116835-A1,"An apparatus of the invention includes a method for determining a bone alignment relative to a proximal articular joint, a method for generating a bone alignment relative to a distal articular joint, and a method for generating a bone alignment relative to a proximal articular joint. The first and second components of the device, including a loading plate, are inserted into the insertion space to provide a repositioning force to be applied to the insertion space by means of a compression device.","A system and method are provided for planning and executing spinal implant procedures using cartilage-based anatomical modeling and mechanically guided distraction. A three-dimensional representation of vertebral bone and associated cartilage regions is generated from measured cartilage points, the regions being defined by control points and projected areas corresponding to candidate implant components. A distractor arm assembly having pivotal segments and a jackscrew-driven collar is registered to the anatomical model and actuated to produce controlled intervertebral distraction and angular adjustment according to a precomputed implant plan. The system displays updated bone and cartilage representations during distraction to guide optimal positioning and selection of spinal implants that accommodate cartilage thickness and spinal instability parameters.","A system and method are provided for pre-operative planning and assessment of spinal motion segment units that integrates cartilage-based joint surface modeling with quantitative instability measurement. Imaging data of vertebral bodies and adjacent cartilage or disc-equivalent regions are processed to generate three-dimensional areas representing load-bearing cartilage interfaces within the spine. Motion of the motion segment unit is then measured under controlled loading conditions, and instability metrics are computed by correlating displacement and rotational behavior with the modeled cartilage areas. The combined data are used to plan implant placement, size, and orientation to restore or optimize spinal stability while preserving or mimicking native cartilage contact mechanics.",0.8665780014251133,0.8482283582518145,0.8439073004840562
US-10537388-B2,US-2022160440-A1,"A method of generating a robotic surgical system based on a computer-aided visualization of the patient's anatomy is disclosed. The method includes techniques for adjusting the orthopaedic positioning of a surgical implant in relation to the orthopaedic features of the implant. In addition, a series of tools may be used to obtain a 3-dimensional model of a surgical procedure, such as arthroplasty, arthroplasty, and arthroplasty, to be performed within the patient's own joint space.","Systems and methods are disclosed for performing image-free robotic implant revision surgery. A three-dimensional model of a target bone is generated from pre-defined anatomical parameters and iteratively reshaped using surface points acquired intraoperatively. A surgical robotic arm, registered to an external vision system via fiducial markers, positions and orients cutting or drilling tools to execute the revision plan derived from the reshaped 3D model. The robotic arm operates under processor control to guide bone resection and implant placement in real time based on continuous comparison between planned and actual bone geometry.","A system and method are provided for performing image-free implant revision surgery using a surgical assistive robotic arm. The system includes a robotic arm configured to hold and manipulate surgical instruments relative to a patient’s anatomy, and a control unit executing image-free planning algorithms to determine optimal implant revision parameters based on intraoperative sensor data and anatomical landmarks. The control unit guides the robotic arm along planned trajectories to prepare bone surfaces, remove failed implants, and position revision implants without reliance on preoperative medical imaging. The system may further provide real-time feedback and adjustment of the robotic arm motion in response to intraoperative measurements to improve implant alignment, fixation, and overall surgical accuracy.",0.922429169187451,0.9065336178090891,0.9039132429099731
US-2007270685-A1,US-10575913-B2,"A method for actuating a surgical instrument comprises a computer-generated image of a surgical tool and a method for determining the relative position of a surgical instrument at a given surgical location. The method includes a method for generating a first-person feedback signal from a surgical tool and a method for determining the position of a surgical instrument at a given surgical location. In addition, the data collected by the system may be correlated with the data stored in the system, which may be used to calibrate and modify the data stored in the system at various surgical locations.","A system and method for task-oriented calibration and control of a robotic surgical device is provided. The method includes calibrating a plurality of objects disposed on an end effector of the robotic surgical device by determining positions and/or orientations of the plurality of objects relative to one another and to a reference location on the device. The method further includes generating a plurality of virtual geometries associated with respective surgical tasks based at least in part on the calibrated positions and/or orientations, tracking a position and/or an orientation of the end effector, and determining whether the end effector is at a location corresponding to a selected virtual geometry. In response to determining that the end effector is at the location corresponding to the selected virtual geometry, the system automatically controls the robotic device to facilitate completion of the surgical task associated with the selected virtual geometry.","A system and method are provided for dynamically guiding user interactions with a haptic device using selectively activatable virtual guide geometries. The invention integrates a haptic control apparatus configured to render variable force feedback with software modules that generate, modify, and activate virtual geometric constraints in response to task context, user input, and environmental data. Virtual guide geometries are selectively engaged to assist the user in performing precise movements, limit motion to safe or optimal paths, and provide context-aware tactile cues. The system further adapts guide activation parameters based on learned user behavior and performance metrics to optimize guidance, comfort, and task efficiency.",0.9100070943941895,0.8973147547613378,0.8853714516741215
US-2018049895-A1,US-2009198240-A1,"A device is provided for insertion into the proximal and distal portions of the femur bone and tibia during a knee joint alignment procedure. The device includes a guide for measuring the force exerted on the proximal and distal portions of the femur bone and tibia bone. The guide can be rotated in a fixed position, thereby reducing the stress on the femur bone. An alternative method of adjusting the first and second articulating tips of the guide for insertion into the femur.","A system, devices, and methods are provided for dynamically balancing ligament forces during knee replacement surgery using an integrated force-sensing spreader assembly. The system can include a femoral-tibial spreader having opposed forward ends configured to engage the distal femur and proximal tibia, a height-adjustable sensor platform disposed between the forward ends, and multiple force sensors configured to independently measure medial and lateral compartment forces as the spreader is actuated. A radial or digital gauge can display both the distraction distance and the compartmental forces in real time as the handle members are squeezed to tension the ligaments. A method can include inserting the spreader assembly into the joint gap, adjusting both the distraction height and balance between medial and lateral forces, and displaying quantitative force and gap data to guide intraoperative ligament balancing and implant positioning.","A computerized knee balancing system is disclosed that integrates a femoral-tibial spreader with real-time tensor measurement for use during knee arthroplasty. The system includes a sensorized spreader assembly configured to be positioned between femoral and tibial bone surfaces, and a control unit that calculates compartmental gap distances, angular alignment, and soft tissue tension throughout a range of flexion. A processor executes algorithms that correlate measured tensor data with predefined balancing parameters and generates guidance signals for intraoperative adjustment of bone resections, implant positioning, and ligament releases. Methods of use are provided for dynamically optimizing knee balance and joint line restoration based on iterative measurements and automated feedback.",0.8426101023859014,0.8428339532933726,0.8589868182282269
US-8118815-B2,US-2009198240-A1,A device for insertion into the proximal and distal portions of the femur bone (tibia) is provided. The device includes a guide sleeve that can be used to measure the amount of pressure exerted on the proximal and distal portions of the femur bone during arthroscopic surgery. The guide sleeve includes a pivoting mechanism for adjusting the alignment of a joint. A second pivoting mechanism for adjusting the alignment of a joint is provided herein by means of a crossmember.,"Systems and methods are disclosed for computer-assisted joint replacement incorporating force-sensing distraction during intraoperative alignment. A surgical orientation device and reference sensor establish a three-dimensional axis and cutting plane orientation for a joint, while a ligament-tensioning spreader having an integrated radial force gauge is positioned between opposing bones. Real-time force data from the spreader is correlated with orientation sensor data to dynamically adjust one or more cutting planes and implant positioning to achieve desired soft-tissue balance. The system thereby enables coordinated optimization of bony resection geometry and ligament tension for improved joint kinematics.","A system and method for computer-assisted knee joint replacement is disclosed, integrating joint replacement planning with dynamic ligament tension measurement. The system comprises a femoral-tibial spreader having integrated tensor sensors communicatively coupled to a surgical navigation platform that plans and guides implant selection, positioning, and alignment. During trialing and final implantation, the spreader measures compartmental gap distances and ligament tension across flexion ranges, and the system automatically adjusts or recommends implant sizing, positioning, and soft-tissue balancing steps. The combined data-driven workflow improves joint kinematics, reduces instability, and enhances post-operative functional outcomes.",0.8488812337474807,0.8759146216883149,0.8889481722215666
US-2018177612-A1,US-2009198240-A1,"A bone alignment device is provided for inserting into the proximal and distal portions of the femur and tibia at the knee joint. The device includes a guide for measuring the pressure exerted by the insertion into the proximal and distal portions of the femur. The guide can be retracted to allow the insertion into the proximal or distal portions of the femur. A second instrument, having a pivotal sleeve, is used to provide a pivotal tool for removing.",A surgical knee balancing system is configured to both distract a joint compartment to a predetermined load value and quantitatively measure ligamentous tension during bone preparation for prosthetic implantation. The system includes a femoral-tibial spreader having force-sensing indicia and a moving support structure that pivots relative to a fixed support structure to establish an initial distraction under controlled load. A distraction lock mechanism and an M-L tilt mechanism are selectively engageable to first capture the load-based joint space condition and then forcibly equalize medial and lateral compartments while monitoring changes in measured ligament force. Resultant M-L tilt angles and force measurements are used to guide one or more bone cuts so that the implanted prosthetic component achieves improved alignment and soft-tissue balance.,"A surgical system for knee arthroplasty is provided that integrates prosthetic component alignment support with dynamic femoral-tibial gap balancing. The system comprises a femoral-tibial spreader having a tensor measurement module configured to quantify joint space tension and ligament balance, and an alignment guide configured to position and orient a prosthetic component with reduced alignment error based on the measured tensor values. A processor is operatively coupled to the tensor measurement module and the alignment guide to calculate optimal implant placement parameters and to provide real-time feedback to the surgeon. The combined functionality enables intraoperative adjustment of both soft-tissue tension and component alignment to achieve a more stable and accurately aligned prosthetic joint.",0.8470682926683063,0.8540641985151036,0.8651004208512351
