id,type,prospective_value
US-2008108897-A1,existing,1
US-2008114399-A1,existing,1
US-2008132950-A1,existing,1
US-2008140117-A1,existing,1
US-2008140088-A1,existing,1
US-2008140116-A1,existing,1
US-2008195145-A1,existing,1
WO-2008116203-A2,existing,1
US-2008243127-A1,existing,1
US-2008249394-A1,existing,1
US-2008262812-A1,existing,1
US-2008269753-A1,existing,1
US-2008269808-A1,existing,1
US-7445634-B2,existing,1
EP-1988837-A2,existing,1
US-7477926-B2,existing,1
US-2009024161-A1,existing,1
US-7481831-B2,existing,1
US-7481825-B2,existing,1
WO-2009029908-A1,existing,1
CA-2698057-A1,existing,1
US-7510895-B2,existing,1
US-2009088634-A1,existing,1
US-2009093684-A1,existing,1
US-2009131941-A1,existing,1
US-2009138014-A1,existing,1
US-2009194969-A1,existing,1
US-2009197217-A1,existing,1
US-2009287222-A1,existing,1
EP-2134294-A2,existing,1
US-7641660-B2,existing,1
US-7708741-B1,existing,1
US-2010211120-A1,existing,1
US-2010217400-A1,existing,1
WO-2010099222-A1,existing,1
US-7794467-B2,existing,1
US-2010256504-A1,existing,1
US-7831295-B2,existing,1
US-7854750-B2,existing,1
US-7879072-B2,existing,1
US-2011029093-A1,existing,1
US-7891691-B2,existing,1
US-2011060375-A1,existing,1
US-2011082462-A1,existing,1
US-2011087332-A1,existing,1
US-2011130761-A1,existing,1
US-7959635-B1,existing,1
US-2011144661-A1,existing,1
US-7967820-B2,existing,1
US-8046052-B2,existing,1
US-2011295253-A1,existing,1
US-8073528-B2,existing,1
US-8109942-B2,existing,1
US-2012053591-A1,existing,1
US-8128669-B2,existing,1
US-8140982-B2,existing,1
US-8147514-B2,existing,1
US-8162977-B2,existing,1
US-2012123937-A1,existing,1
US-2012165841-A1,existing,1
US-8214016-B2,existing,1
US-8221402-B2,existing,1
US-2012184961-A1,existing,1
US-2012191140-A1,existing,1
US-2012215233-A1,existing,1
US-2012323244-A1,existing,1
US-2012330429-A1,existing,1
US-2013006267-A1,existing,1
US-2013035696-A1,existing,1
US-8382765-B2,existing,1
US-2013072821-A1,existing,1
US-8429266-B2,existing,1
US-8480679-B2,existing,1
US-8483469-B2,existing,1
US-8500816-B2,existing,1
US-2013211531-A1,existing,1
US-8532361-B2,existing,1
US-8560047-B2,existing,1
US-2013331730-A1,existing,1
US-8617171-B2,existing,1
US-8702732-B2,existing,1
US-8715291-B2,existing,1
US-8737700-B2,existing,1
US-8740798-B2,existing,1
US-8777875-B2,existing,1
US-8781193-B2,existing,1
US-8781556-B2,existing,1
US-2014257293-A1,existing,1
WO-2014163164-A1,existing,1
US-2014343573-A1,existing,1
US-8894634-B2,existing,1
WO-2015020093-A1,existing,1
US-8968320-B2,existing,1
US-9008757-B2,existing,1
US-2015106024-A1,existing,1
US-9014851-B2,existing,1
US-2015141759-A1,existing,1
US-2015145953-A1,existing,1
US-2015157416-A1,existing,1
US-9060797-B2,existing,1
US-9119655-B2,existing,1
US-2015257768-A1,existing,1
US-2015320514-A1,existing,1
US-9186046-B2,existing,1
US-9195926-B2,existing,1
US-2016012306-A1,existing,1
US-2016030115-A1,existing,1
US-2016081758-A1,existing,1
US-2016199548-A1,existing,1
US-2016202053-A1,existing,1
US-2016206375-A1,existing,1
US-9456765-B2,existing,1
US-2017020615-A1,existing,1
US-2017148213-A1,existing,1
US-2017252114-A1,existing,1
US-9844414-B2,existing,1
US-9922410-B2,existing,1
US-10058393-B2,existing,1
US-2018296283-A1,existing,1
RU-184396-U1,existing,1
US-2019000049-A1,existing,1
US-10194801-B2,existing,1
US-10350390-B2,existing,1
US-2019220976-A1,existing,1
US-10368951-B2,existing,1
US-2019274765-A1,existing,1
US-10433763-B2,existing,1
US-10499996-B2,existing,1
US-2019388160-A1,existing,1
US-10594931-B2,existing,1
US-10672134-B2,existing,1
US-10687784-B2,existing,1
US-10765484-B2,existing,1
US-10828786-B2,existing,1
US-10974069-B2,existing,1
US-2021106389-A1,existing,1
US-11197651-B2,existing,1
US-2022015727-A1,existing,1
US-11229362-B2,existing,1
US-11317974-B2,existing,1
US-2022296311-A1,existing,1
US-2858947-A,existing,1
US-12070282-B2,existing,1
US-3817403-A,existing,1
US-3870264-A,existing,1
US-3922930-A,existing,1
US-3971266-A,existing,1
US-3989952-A,existing,1
US-4246661-A,existing,1
US-4258716-A,existing,1
US-4278077-A,existing,1
US-4353677-A,existing,1
JP-S5959371-A,existing,1
EP-0105656-A2,existing,1
US-4538594-A,existing,1
US-4568311-A,existing,1
JP-S61165061-A,existing,1
US-4623183-A,existing,1
US-4636138-A,existing,1
US-4645409-A,existing,1
JP-S6268293-A,existing,1
US-4684313-A,existing,1
US-4736645-A,existing,1
US-4762455-A,existing,1
EP-0279591-A1,existing,1
US-4771652-A,existing,1
US-4852391-A,existing,1
US-4854808-A,existing,1
US-4896015-A,existing,1
US-4897014-A,existing,1
US-4922782-A,existing,1
US-4922755-A,existing,1
US-4984959-A,existing,1
US-4990050-A,existing,1
US-5019968-A,existing,1
US-5036724-A,existing,1
US-5108140-A,existing,1
JP-H04144533-A,existing,1
WO-9221291-A2,existing,1
US-5172639-A,existing,1
US-5176649-A,existing,1
US-5178032-A,existing,1
US-5187796-A,existing,1
US-5187032-A,existing,1
US-5195388-A,existing,1
US-5201325-A,existing,1
JP-H05115425-A,existing,1
US-5217003-A,existing,1
US-5263382-A,existing,1
US-5271384-A,existing,1
US-5284096-A,existing,1
US-5297443-A,existing,1
US-5297536-A,existing,1
US-5304899-A,existing,1
US-5307447-A,existing,1
US-5305653-A,existing,1
JP-H06507809-A,existing,1
JP-H06508049-A,existing,1
US-5353807-A,existing,1
US-5363935-A,existing,1
US-5372147-A,existing,1
US-5382885-A,existing,1
JP-H0716235-A,existing,1
US-5388528-A,existing,1
US-5397323-A,existing,1
JP-H07136173-A,existing,1
US-5436542-A,existing,1
US-5441494-A,existing,1
US-5456673-A,existing,1
US-5458583-A,existing,1
US-5458131-A,existing,1
US-5458598-A,existing,1
US-5471515-A,existing,1
US-5515478-A,existing,1
US-5524180-A,existing,1
US-5553198-A,existing,1
JP-H08224248-A,existing,1
US-5562448-A,existing,1
US-5588442-A,existing,1
US-5620417-A,existing,1
US-5623582-A,existing,1
US-5624380-A,existing,1
US-5624398-A,existing,1
US-5632761-A,existing,1
US-5645520-A,existing,1
US-5657429-A,existing,1
US-5657584-A,existing,1
US-5667354-A,existing,1
US-5672168-A,existing,1
US-5674030-A,existing,1
US-5728599-A,existing,1
US-5736821-A,existing,1
US-5754741-A,existing,1
US-5769640-A,existing,1
US-5792135-A,existing,1
US-5791231-A,existing,1
US-5797900-A,existing,1
US-5797538-A,existing,1
US-5808665-A,existing,1
US-5807377-A,existing,1
US-5815640-A,existing,1
US-5825982-A,existing,1
US-5833656-A,existing,1
US-5841950-A,existing,1
US-5845646-A,existing,1
US-5878193-A,existing,1
US-5878783-A,existing,1
US-5895417-A,existing,1
US-5895377-A,existing,1
US-5907664-A,existing,1
US-5906591-A,existing,1
US-5910129-A,existing,1
US-5911036-A,existing,1
US-5954692-A,existing,1
US-5971976-A,existing,1
US-5993467-A,existing,1
US-6001108-A,existing,1
US-6007550-A,existing,1
US-6030365-A,existing,1
US-6031371-A,existing,1
US-6058323-A,existing,1
US-6066090-A,existing,1
US-6086529-A,existing,1
US-6107795-A,existing,1
US-6106521-A,existing,1
US-6132441-A,existing,1
US-6139563-A,existing,1
US-6156006-A,existing,1
US-6159146-A,existing,1
US-6162171-A,existing,1
JP-2001500510-A,existing,1
US-D438617-S,existing,1
US-6206903-B1,existing,1
US-6223100-B1,existing,1
US-D441076-S,existing,1
US-D441862-S,existing,1
JP-2001505810-A,existing,1
US-6238415-B1,existing,1
US-6240312-B1,existing,1
US-6241730-B1,existing,1
US-6244809-B1,existing,1
US-D444555-S,existing,1
US-2001018591-A1,existing,1
US-6286514-B1,existing,1
US-6292678-B1,existing,1
US-6293282-B1,existing,1
US-6296635-B1,existing,1
US-6309397-B1,existing,1
US-6309403-B1,existing,1
US-6312435-B1,existing,1
US-6321106-B1,existing,1
WO-0189405-A1,existing,1
US-6327492-B1,existing,1
JP-2002000524-A,existing,1
US-2002003173-A1,existing,1
US-2002013601-A1,existing,1
US-6346072-B1,existing,1
US-2002026186-A1,existing,1
US-6352503-B1,existing,1
US-2002038077-A1,existing,1
US-6364888-B1,existing,1
US-6371952-B1,existing,1
US-6394998-B1,existing,1
US-2002065507-A1,existing,1
US-6398726-B1,existing,1
US-6400980-B1,existing,1
US-6408224-B1,existing,1
US-2002091374-A1,existing,1
US-6424885-B1,existing,1
US-2002103417-A1,existing,1
US-6432112-B2,existing,1
US-2002111535-A1,existing,1
US-6441577-B2,existing,1
US-2002120254-A1,existing,1
US-2002128552-A1,existing,1
US-6450992-B1,existing,1
US-6450104-B1,existing,1
US-6454758-B1,existing,1
US-6459926-B1,existing,1
US-2002140392-A1,existing,1
US-6463361-B1,existing,1
US-2002147487-A1,existing,1
US-2002151906-A1,existing,1
US-6468203-B2,existing,1
US-6470236-B2,existing,1
WO-02082979-A2,existing,1
US-2002156347-A1,existing,1
US-2002171385-A1,existing,1
US-2002173700-A1,existing,1
US-6493608-B1,existing,1
US-6491691-B1,existing,1
US-6491701-B2,existing,1
US-6496099-B2,existing,1
WO-02100256-A2,existing,1
US-2002190682-A1,existing,1
US-6497651-B1,existing,1
US-6508413-B2,existing,1
US-6512345-B2,existing,1
US-2003020810-A1,existing,1
US-6522906-B1,existing,1
US-2003045888-A1,existing,1
US-2003065250-A1,existing,1
US-6544276-B1,existing,1
US-6548982-B1,existing,1
US-6554790-B1,existing,1
US-2003092964-A1,existing,1
US-2003089267-A1,existing,1
US-2003097129-A1,existing,1
US-2003100817-A1,existing,1
US-6574355-B2,existing,1
US-2003109780-A1,existing,1
US-2003114731-A1,existing,1
US-6587750-B2,existing,1
US-6591239-B1,existing,1
US-6594552-B1,existing,1
US-2003135203-A1,existing,1
US-2003139742-A1,existing,1
US-2003144656-A1,existing,1
JP-2003220065-A,existing,1
US-6610007-B2,existing,1
US-2003159535-A1,existing,1
US-2003167000-A1,existing,1
US-6620173-B2,existing,1
US-2003172871-A1,existing,1
US-2003179308-A1,existing,1
US-2003181788-A1,existing,1
EP-1354670-A1,existing,1
US-6642836-B1,existing,1
US-6645196-B1,existing,1
US-6646541-B1,existing,1
US-6648814-B2,existing,1
US-2003225479-A1,existing,1
US-6659939-B2,existing,1
US-6661571-B1,existing,1
US-2003229268-A1,existing,1
US-2003229338-A1,existing,1
US-2003230372-A1,existing,1
US-6671581-B2,existing,1
US-6676684-B1,existing,1
US-6684129-B2,existing,1
US-6685698-B2,existing,1
US-6687571-B1,existing,1
US-6685648-B2,existing,1
US-2004024311-A1,existing,1
US-6692485-B1,existing,1
US-2004034302-A1,existing,1
US-2004034283-A1,existing,1
US-6699235-B2,existing,1
US-6702805-B1,existing,1
US-6702734-B2,existing,1
US-2004050394-A1,existing,1
US-6714839-B2,existing,1
US-6719684-B2,existing,1
US-6720988-B1,existing,1
US-2004070822-A1,existing,1
US-6728599-B2,existing,1
US-6726699-B1,existing,1
US-6730021-B2,existing,1
JP-2004144533-A,existing,1
US-2004099175-A1,existing,1
US-2004102772-A1,existing,1
US-6746443-B1,existing,1
US-2004111113-A1,existing,1
US-2004117032-A1,existing,1
JP-2004180781-A,existing,1
US-2004138552-A1,existing,1
US-2004138525-A1,existing,1
US-6764441-B2,existing,1
US-6764445-B2,existing,1
US-6766204-B2,existing,1
US-2004140786-A1,existing,1
US-6770081-B1,existing,1
US-2004153057-A1,existing,1
US-6774597-B1,existing,1
US-6776165-B2,existing,1
US-6780184-B2,existing,1
US-6785593-B2,existing,1
US-6788018-B1,existing,1
US-2004173116-A1,existing,1
US-2004176664-A1,existing,1
US-6793653-B2,existing,1
US-6792663-B2,existing,1
US-6799088-B2,existing,1
US-6801325-B2,existing,1
US-6804581-B2,existing,1
JP-2004283940-A,existing,1
US-6810281-B2,existing,1
US-2004215331-A1,existing,1
US-2004225229-A1,existing,1
US-6817974-B2,existing,1
US-6817975-B1,existing,1
US-6817972-B2,existing,1
JP-2004322310-A,existing,1
US-6820653-B1,existing,1
JP-2004329292-A,existing,1
US-6824508-B2,existing,1
US-6824510-B2,existing,1
US-6826977-B2,existing,1
US-2004254680-A1,existing,1
US-6832988-B2,existing,1
US-6832996-B2,existing,1
US-6836703-B2,existing,1
US-2004267326-A1,existing,1
US-6837846-B2,existing,1
US-6839612-B2,existing,1
US-6837883-B2,existing,1
US-6843793-B2,existing,1
US-2005014994-A1,existing,1
US-2005021069-A1,existing,1
WO-2005009211-A2,existing,1
US-6853879-B2,existing,1
US-6852107-B2,existing,1
US-2005029978-A1,existing,1
US-6858003-B2,existing,1
US-2005043583-A1,existing,1
US-6860877-B1,existing,1
US-6860346-B2,existing,1
US-2005049462-A1,existing,1
US-2005054901-A1,existing,1
US-2005054902-A1,existing,1
US-6866671-B2,existing,1
US-6871117-B2,existing,1
US-6870343-B2,existing,1
US-2005064378-A1,existing,1
US-2005065400-A1,existing,1
US-6871563-B2,existing,1
US-2005070850-A1,existing,1
US-6879880-B2,existing,1
US-2005083460-A1,existing,1
US-2005096502-A1,existing,1
US-2005095650-A1,existing,1
US-6892112-B2,existing,1
WO-2005044095-A1,existing,1
US-6899705-B2,existing,1
US-6902560-B1,existing,1
US-6905491-B1,existing,1
US-6905460-B2,existing,1
US-6911916-B1,existing,1
US-2005143644-A1,existing,1
US-6917176-B2,existing,1
US-2005154376-A1,existing,1
US-2005165449-A1,existing,1
US-2005177026-A1,existing,1
US-6933695-B2,existing,1
US-6936001-B1,existing,1
US-6936042-B2,existing,1
US-6936003-B2,existing,1
US-6943663-B2,existing,1
US-6949096-B2,existing,1
US-2005234294-A1,existing,1
US-2005234435-A1,existing,1
US-6963792-B1,existing,1
US-6965812-B2,existing,1
US-2005272977-A1,existing,1
US-6974411-B2,existing,1
US-6974449-B2,existing,1
US-2005283137-A1,existing,1
US-6979423-B2,existing,1
US-2005288555-A1,existing,1
US-2005288665-A1,existing,1
US-6984205-B2,existing,1
US-6984203-B2,existing,1
WO-2006005075-A2,existing,1
US-2006020272-A1,existing,1
US-6993413-B2,existing,1
US-6991627-B2,existing,1
US-6994708-B2,existing,1
US-6994703-B2,existing,1
US-6997908-B2,existing,1
US-6999852-B2,existing,1
US-2006046226-A1,existing,1
JP-2006508049-A,existing,1
JP-2006507809-A,existing,1
US-7025064-B2,existing,1
US-7027892-B2,existing,1
US-2006079889-A1,existing,1
US-7033344-B2,existing,1
US-7039453-B2,existing,1
US-7042184-B2,existing,1
US-2006100501-A1,existing,1
WO-2006052927-A2,existing,1
US-7048745-B2,existing,1
US-7053752-B2,existing,1
US-2006119304-A1,existing,1
US-7063682-B1,existing,1
US-7066926-B2,existing,1
US-7066879-B2,existing,1
US-2006149135-A1,existing,1
US-7074179-B2,existing,1
US-2006152591-A1,existing,1
US-2006155263-A1,existing,1
US-7077446-B2,existing,1
WO-2006079108-A1,existing,1
US-7083571-B2,existing,1
US-7083615-B2,existing,1
US-7087049-B2,existing,1
US-2006189845-A1,existing,1
US-7097640-B2,existing,1
US-2006195015-A1,existing,1
US-2006196301-A1,existing,1
US-2006198619-A1,existing,1
US-7105000-B2,existing,1
US-7107090-B2,existing,1
US-7109678-B2,existing,1
US-7118582-B1,existing,1
US-7121781-B2,existing,1
US-7125403-B2,existing,1
US-7126303-B2,existing,1
US-2006241570-A1,existing,1
US-2006241732-A1,existing,1
US-2006253109-A1,existing,1
US-2006258954-A1,existing,1
US-2006261770-A1,existing,1
US-7147650-B2,existing,1
US-7155316-B2,existing,1
US-7155315-B2,existing,1
US-7163525-B2,existing,1
WO-2007011654-A1,existing,1
US-7169141-B2,existing,1
US-2007032701-A1,existing,1
US-2007043397-A1,existing,1
US-7182025-B2,existing,1
US-7182089-B2,existing,1
US-2007055342-A1,existing,1
US-7199545-B2,existing,1
US-2007080658-A1,existing,1
US-7206627-B2,existing,1
US-7206626-B2,existing,1
US-2007088277-A1,existing,1
US-7210364-B2,existing,1
US-7214230-B2,existing,1
US-2007106113-A1,existing,1
US-2007106317-A1,existing,1
US-7217240-B2,existing,1
US-2007123748-A1,existing,1
US-2007135803-A1,existing,1
US-2007142725-A1,existing,1
US-7239940-B2,existing,1
US-2007156211-A1,existing,1
US-2007156019-A1,existing,1
US-2007167955-A1,existing,1
US-7250028-B2,existing,1
US-7259652-B2,existing,1
US-7273488-B2,existing,1
US-2007225634-A1,existing,1
US-2007225633-A1,existing,1
WO-2007111571-A1,existing,1
US-2007244520-A1,existing,1
US-2007241714-A1,existing,1
US-2007250064-A1,existing,1
US-2007255273-A1,existing,1
US-2007287884-A1,existing,1
US-7311107-B2,existing,1
WO-2007149559-A2,existing,1
US-2008004634-A1,existing,1
US-2008015566-A1,existing,1
US-2008015565-A1,existing,1
US-2008021440-A1,existing,1
US-2008033569-A1,existing,1
US-2008045803-A1,existing,1
US-7339341-B2,existing,1
US-2008058835-A1,existing,1
US-2008058989-A1,existing,1
US-2008071290-A1,existing,1
US-2008071289-A1,existing,1
US-2008103440-A1,existing,1
US-2008109014-A1,existing,1
US-7372229-B2,existing,1
US-2008111513-A1,existing,1
US-2008119870-A1,existing,1
US-2008132890-A1,existing,1
US-2008161804-A1,existing,1
US-2008164079-A1,existing,1
US-2008168639-A1,existing,1
US-7403836-B2,existing,1
US-2008183033-A1,existing,1
US-2008221591-A1,existing,1
US-7438702-B2,existing,1
US-2008269557-A1,existing,1
US-2008269562-A1,existing,1
US-7447537-B1,existing,1
US-2009002414-A1,existing,1
US-2009012532-A1,existing,1
US-2009020724-A1,existing,1
US-2009024142-A1,existing,1
WO-2009014917-A2,existing,1
US-7492116-B2,existing,1
US-2009048612-A1,existing,1
WO-2009023851-A1,existing,1
US-2009054909-A1,existing,1
US-2009069821-A1,existing,1
US-2009076536-A1,existing,1
JP-2009106606-A,existing,1
US-2009137952-A1,existing,1
US-2009143787-A9,existing,1
US-2009163929-A1,existing,1
US-2009171373-A1,existing,1
US-7566300-B2,existing,1
US-2009192524-A1,existing,1
US-7574250-B2,existing,1
US-2009234369-A1,existing,1
US-2009240246-A1,existing,1
US-2009236400-A1,existing,1
US-2009248038-A1,existing,1
US-2009247821-A1,existing,1
US-2009281377-A1,existing,1
WO-2009144729-A1,existing,1
US-2009299143-A1,existing,1
US-2009305210-A1,existing,1
JP-2009297809-A,existing,1
US-7637905-B2,existing,1
WO-2009158164-A1,existing,1
US-2009326322-A1,existing,1
US-7645230-B2,existing,1
US-2010010294-A1,existing,1
US-2010016853-A1,existing,1
US-2010016659-A1,existing,1
US-7655004-B2,existing,1
US-2010026347-A1,existing,1
US-2010042097-A1,existing,1
US-7670329-B2,existing,1
US-2010056863-A1,existing,1
US-7678043-B2,existing,1
US-2010069710-A1,existing,1
US-2010069940-A1,existing,1
US-2010081875-A1,existing,1
WO-2010039394-A1,existing,1
WO-2010042611-A1,existing,1
US-2010101346-A1,existing,1
WO-2010046823-A1,existing,1
WO-2010050771-A2,existing,1
US-2010130986-A1,existing,1
US-7734375-B2,existing,1
US-7731727-B2,existing,1
US-2010139436-A1,existing,1
US-2010185212-A1,existing,1
WO-2010083480-A2,existing,1
US-7762825-B2,existing,1
US-2010198231-A1,existing,1
US-7772796-B2,existing,1
US-2010204713-A1,existing,1
US-7785333-B2,existing,1
US-7785251-B2,existing,1
US-7785294-B2,existing,1
US-7789825-B2,existing,1
US-7789861-B2,existing,1
US-7794494-B2,existing,1
US-2010250000-A1,existing,1
US-2010245549-A1,existing,1
US-2010262162-A1,existing,1
JP-2010533045-A,existing,1
US-2010263470-A1,existing,1
US-2010274079-A1,existing,1
US-2010292691-A1,existing,1
US-2010301095-A1,existing,1
JP-2010536436-A,existing,1
US-2010318059-A1,existing,1
US-2010331856-A1,existing,1
US-7865266-B2,existing,1
US-2011015569-A1,existing,1
US-2011020779-A1,existing,1
JP-2011504794-A,existing,1
EP-2286756-A1,existing,1
JP-2011045500-A,existing,1
US-2011071347-A1,existing,1
US-2011071544-A1,existing,1
US-2011075693-A1,existing,1
US-2011077478-A1,existing,1
US-2011082365-A1,existing,1
US-2011098529-A1,existing,1
US-2011107866-A1,existing,1
EP-2329787-A2,existing,1
US-7960935-B2,existing,1
JP-2011115591-A,existing,1
WO-2011075693-A1,existing,1
US-2011152615-A1,existing,1
US-7979157-B2,existing,1
US-2011224605-A1,existing,1
US-8021358-B2,existing,1
US-2011230894-A1,existing,1
US-2011238079-A1,existing,1
US-2011238080-A1,existing,1
US-2011237890-A1,existing,1
WO-2011118646-A1,existing,1
US-2011264078-A1,existing,1
WO-2011135503-A1,existing,1
US-2011270443-A1,existing,1
US-2011276046-A1,existing,1
WO-2011163520-A2,existing,1
US-2012016175-A1,existing,1
US-2012029727-A1,existing,1
US-2012035582-A1,existing,1
JP-2012504017-A,existing,1
US-2012059392-A1,existing,1
DE-102010040405-A1,existing,1
US-2012078053-A1,existing,1
US-2012109150-A1,existing,1
US-2012116362-A1,existing,1
US-8179073-B2,existing,1
CN-102499759-A,existing,1
US-2012179168-A1,existing,1
US-8231610-B2,existing,1
US-2012221147-A1,existing,1
JP-2012176489-A,existing,1
US-2012253515-A1,existing,1
CN-102821918-A,existing,1
US-8343171-B2,existing,1
US-2013001970-A1,existing,1
US-8353897-B2,existing,1
WO-2013009887-A1,existing,1
US-2013041360-A1,existing,1
US-8377045-B2,existing,1
EP-2563261-A1,existing,1
US-2013055560-A1,existing,1
WO-2013052137-A2,existing,1
US-8430851-B2,existing,1
US-2013125696-A1,existing,1
US-2013131695-A1,existing,1
US-2013178867-A1,existing,1
WO-2013106569-A2,existing,1
US-2013282023-A1,existing,1
US-2013304084-A1,existing,1
US-2013325030-A1,existing,1
US-2013325181-A1,existing,1
US-8604742-B2,existing,1
US-2013345718-A1,existing,1
US-2013345717-A1,existing,1
EP-2684528-A1,existing,1
WO-2014011238-A2,existing,1
US-8636686-B2,existing,1
US-2014039515-A1,existing,1
WO-2014025399-A1,existing,1
US-2014046340-A1,existing,1
JP-5418704-B1,existing,1
US-2014058205-A1,existing,1
US-2014055489-A1,existing,1
US-8679096-B2,existing,1
US-2014100587-A1,existing,1
US-2014137687-A1,existing,1
US-2014195052-A1,existing,1
US-2014221749-A1,existing,1
US-2014232824-A1,existing,1
US-8827337-B2,existing,1
US-8828024-B2,existing,1
US-8834488-B2,existing,1
WO-2014146090-A1,existing,1
US-2014276944-A1,existing,1
WO-2014144220-A1,existing,1
US-2014303434-A1,existing,1
US-8864652-B2,existing,1
US-8888687-B2,existing,1
EP-2123225-B1,existing,1
US-2014371762-A1,existing,1
EP-2815705-A1,existing,1
WO-2015009949-A2,existing,1
US-2015051446-A1,existing,1
US-2015057537-A1,existing,1
WO-2015031777-A1,existing,1
US-8986196-B2,existing,1
US-9010214-B2,existing,1
CN-104523309-A,existing,1
CN-104582600-A,existing,1
CN-204337044-U,existing,1
CN-104622528-A,existing,1
EP-2881046-A2,existing,1
US-2015157191-A1,existing,1
WO-2015088655-A1,existing,1
US-9089353-B2,existing,1
US-9089256-B2,existing,1
US-2015223896-A1,existing,1
JP-2015526171-A,existing,1
US-9138129-B2,existing,1
US-2015297299-A1,existing,1
EP-2937047-A1,existing,1
CN-105025826-A,existing,1
US-9198728-B2,existing,1
US-2016066999-A1,existing,1
US-2016135898-A1,existing,1
WO-2016077478-A1,existing,1
US-2016291571-A1,existing,1
US-2016303745-A1,existing,1
US-9516996-B2,existing,1
JP-2016213937-A,existing,1
US-2017014197-A1,existing,1
WO-2017024081-A1,existing,1
US-2017035526-A1,existing,1
US-2017078583-A1,existing,1
WO-2017064303-A1,existing,1
US-9649020-B2,existing,1
JP-2017113837-A,existing,1
US-9717563-B2,existing,1
US-9743987-B2,existing,1
US-2017252096-A1,existing,1
US-9757187-B2,existing,1
US-9770305-B2,existing,1
US-9789608-B2,existing,1
US-9816641-B2,existing,1
US-9814640-B1,existing,1
WO-2017201310-A1,existing,1
US-2017354470-A1,existing,1
US-9849586-B2,existing,1
US-9857786-B2,existing,1
US-9888966-B2,existing,1
WO-2018045036-A1,existing,1
US-2018132956-A1,existing,1
US-2018153634-A1,existing,1
US-2018153578-A1,existing,1
US-10008017-B2,existing,1
US-10111711-B2,existing,1
US-10137575-B2,existing,1
US-2018338777-A1,existing,1
US-10159533-B2,existing,1
US-2019059983-A1,existing,1
US-10220522-B2,existing,1
US-2019090965-A1,existing,1
US-10258425-B2,existing,1
US-10307199-B2,existing,1
US-10342561-B2,existing,1
US-2019209262-A1,existing,1
US-10368952-B2,existing,1
US-10398516-B2,existing,1
US-2019327394-A1,existing,1
US-10470828-B2,existing,1
US-10507066-B2,existing,1
US-10555775-B2,existing,1
US-10582973-B2,existing,1
US-2020138534-A1,existing,1
US-10695137-B2,existing,1
US-2020214775-A1,existing,1
US-10729503-B2,existing,1
US-10737394-B2,existing,1
US-10751883-B2,existing,1
US-10751136-B2,existing,1
US-10806538-B2,existing,1
US-2020330175-A1,existing,1
US-2020368915-A1,existing,1
US-10966700-B2,existing,1
US-11032125-B2,existing,1
US-11298195-B2,existing,1
US-11382702-B2,existing,1
US-11529201-B2,existing,1
US-11595242-B2,existing,1
JP-7306155-B2,existing,1
US-3763860-A,existing,1
US-12268460-B2,existing,1
US-4040413-A,existing,1
US-4198960-A,existing,1
US-4470407-A,existing,1
US-4532935-A,existing,1
US-4747405-A,existing,1
US-4854301-A,existing,1
EP-0347098-A2,existing,1
US-4898574-A,existing,1
US-4983165-A,existing,1
US-5029574-A,existing,1
US-5085659-A,existing,1
US-5150452-A,existing,1
US-5196023-A,existing,1
US-5199417-A,existing,1
US-5217465-A,existing,1
US-5308323-A,existing,1
US-5318589-A,existing,1
US-5325848-A,existing,1
US-5342381-A,existing,1
US-5344395-A,existing,1
US-5353783-A,existing,1
US-5370609-A,existing,1
US-5372124-A,existing,1
US-5411016-A,existing,1
US-5431649-A,existing,1
US-5441485-A,existing,1
US-5449356-A,existing,1
US-5450843-A,existing,1
US-5472426-A,existing,1
US-5496267-A,existing,1
US-5501667-A,existing,1
US-5520684-A,existing,1
US-5545170-A,existing,1
US-5562678-A,existing,1
US-5562648-A,existing,1
US-5562239-A,existing,1
US-5573535-A,existing,1
US-5572999-A,existing,1
US-5613973-A,existing,1
US-5645083-A,existing,1
US-5653374-A,existing,1
US-5658311-A,existing,1
US-5695500-A,existing,1
US-5697949-A,existing,1
US-5710870-A,existing,1
US-5716325-A,existing,1
US-5737500-A,existing,1
US-5788667-A,existing,1
US-5792165-A,existing,1
US-5798627-A,existing,1
US-5810770-A,existing,1
US-5893869-A,existing,1
US-5897491-A,existing,1
US-5924175-A,existing,1
US-5943056-A,existing,1
US-5989230-A,existing,1
US-6071281-A,existing,1
US-6093157-A,existing,1
US-6110171-A,existing,1
US-6120498-A,existing,1
US-6120476-A,existing,1
US-6156030-A,existing,1
US-6174318-B1,existing,1
US-6183435-B1,existing,1
US-6236906-B1,existing,1
US-6322557-B1,existing,1
US-2002019644-A1,existing,1
US-6375635-B1,existing,1
US-6405078-B1,existing,1
US-2002111621-A1,existing,1
US-2002111608-A1,existing,1
US-6440061-B1,existing,1
US-2003004455-A1,existing,1
US-6508823-B1,existing,1
US-2003040681-A1,existing,1
US-2003065358-A1,existing,1
US-2003100892-A1,existing,1
US-6577891-B1,existing,1
US-2003109889-A1,existing,1
US-2003109877-A1,existing,1
EP-1321106-A1,existing,1
US-2003158545-A1,existing,1
US-2003181809-A1,existing,1
US-2003208189-A1,existing,1
US-6676668-B2,existing,1
US-6706050-B1,existing,1
US-2004128026-A1,existing,1
US-2004143253-A1,existing,1
US-2004153093-A1,existing,1
US-2004158261-A1,existing,1
US-2004176751-A1,existing,1
US-2004186349-A1,existing,1
